,title,url,price,km,body_type,matic,petrol,location
378,2018 Alfa Romeo Giulietta Veloce Auto,/cars/details/2018-alfa-romeo-giulietta-veloce-auto/SSE-AD-12504321/?Cr=494,"$39,990*","29,385 km",Hatch,Automatic,4cyl 1.75L Turbo Petrol,VIC
379,2009 Alfa Romeo MiTo Manual,/cars/details/2009-alfa-romeo-mito-manual/SSE-AD-12662738/?Cr=495,"$4,900*","179,000 km",Hatch,Manual,4cyl 1.4L Turbo Petrol,VIC
380,2015 Alfa Romeo Giulietta Quadrifoglio Verde Auto,/cars/details/2015-alfa-romeo-giulietta-quadrifoglio-verde-auto/SSE-AD-12025963/?Cr=496,"$29,890*","92,180 km",Hatch,Automatic,4cyl 1.8L Turbo Petrol,VIC
381,2012 Alfa Romeo MiTo QV Manual MY12,/cars/details/2012-alfa-romeo-mito-qv-manual-my12/SSE-AD-7315482/?Cr=497,"$12,000*","99,999 km",Hatch,Manual,4cyl 1.4L Turbo Petrol,SA
382,2008 Alfa Romeo Brera JTS Selespeed Auto,/cars/details/2008-alfa-romeo-brera-jts-selespeed-auto/SSE-AD-13091218/?Cr=498,"$16,900*","151,150 km",Coupe,Automatic,4cyl 2.2L Petrol,VIC
383,2013 Alfa Romeo Giulietta Progression Manual MY13,/cars/details/2013-alfa-romeo-giulietta-progression-manual-my13/SSE-AD-12614788/?Cr=499,"$9,000*","212,509 km",Hatch,Manual,4cyl 1.4L Turbo Petrol,VIC
384,2014 Alfa Romeo Giulietta QV Manual,/cars/details/2014-alfa-romeo-giulietta-qv-manual/SSE-AD-13093974/?Cr=500,"$16,500*","142,000 km",Hatch,Manual,4cyl 1.7L Turbo Petrol,VIC
385,2007 Alfa Romeo 159 JTS Manual,/cars/details/2007-alfa-romeo-159-jts-manual/SSE-AD-12171273/?Cr=501,"$7,500*","197,000 km",Wagon,Manual,4cyl 2.2L Petrol,SA
386,1985 Alfa Romeo Giulietta Manual,/cars/details/1985-alfa-romeo-giulietta-manual/SSE-AD-12160111/?Cr=502,"$19,500*","5,000 km",Sedan,Manual,4cyl 2.0L Petrol,ACT
387,2008 Alfa Romeo 159 JTS Ti Auto,/cars/details/2008-alfa-romeo-159-jts-ti-auto/SSE-AD-11870713/?Cr=503,"$11,000*","228,000 km",Wagon,Automatic,6cyl 3.2L Petrol,NSW
